Industry_Type,Country,Year,Co2_Emissions_MetricTons,Energy_Consumption_TWh,Automobile_Co2_Emissions_MetricTons,Industrial_Co2_Emissions_MetricTons,Agriculture_Co2_Emissions_MetricTons,Domestic_Co2_Emissions_MetricTons,Population_Millions,GDP_Billion_USD,Urbanization_Percentage,Renewable_Energy_Percentage,Industrial_Growth_Percentage,Transport_Growth_Percentage,Continent
Energy,china,2016,169.82,644.06,56.44,54.25,6.35,4.53,1220.2,2893.16,20.4,46.67,-7.85,0.3,Asia
Construction,india,2009,51.06,608.72,77.26,24.07,8.04,0.44,1170.26,14553.64,81.01,95.15,14.44,8.75,Asia
Energy,china,2020,65.19,875.83,70.76,146.81,44.42,5.77,1434.82,13602.22,45.12,23.99,-7.79,-1.43,Asia
Construction,india,2009,8.08,908.89,72.02,50.24,5.92,3.4,1104.07,14539.21,62.48,72.53,-7.27,5.48,Asia
Mining,china,2018,160.03,113.16,58.02,171.31,8.74,1.81,252.32,17374.16,67.19,35.65,-7.22,6.36,Asia
Energy,china,2020,195.63,121.43,18.42,187.27,33.07,13.25,759.81,16572.62,33.91,53.4,4.24,-3.37,Asia
Construction,china,2003,184.11,262.29,95.33,180.57,12.99,5.46,1215.18,17932.23,96.77,93.05,6.11,6.83,Asia
Manufacturing,china,2005,230.72,193.14,95.99,91.07,9.78,13.03,1279.71,22961.99,84.58,86.99,3.91,-0.33,Asia
Manufacturing,india,2017,57.35,339.73,12.16,77.32,30.99,4.84,685.03,22599.22,67.64,48.87,2.09,2.86,Asia
Manufacturing,china,2012,117.44,364.01,39.5,129.95,19.06,16.74,1029.5,11093.32,94.49,93.37,-4.8,-0.45,Asia
Mining,india,2010,166.48,148.15,49.39,100.09,21.14,16.8,1432.67,8954.76,66.76,2.21,-3.7,4.26,Asia
Construction,china,2022,150.89,723.42,49.3,120.35,39.5,15.78,221.09,6556.5,46.74,31.46,-4.63,-3.15,Asia
Mining,china,2011,231.49,818.75,87.34,65.49,29.95,15.85,1297.56,22789.56,90.18,55.52,-3.95,0.02,Asia
Manufacturing,china,2013,11.15,34.15,16.17,41.54,22.96,17.86,94.17,1808.12,84.58,53.35,-6.53,-1.33,Asia
Energy,india,2017,161.48,444.32,5.95,28.56,33.09,19.81,542.6,10784.8,54.56,19.43,0.65,8.39,Asia
Construction,china,2002,85.49,683.85,9.63,163.8,15.46,12.26,94.12,1983.8,31.9,6.11,13.19,-2.67,Asia
Mining,china,2004,180.87,89.82,70.59,192.34,14.58,14.03,686.53,13040.27,90.21,88.25,10.23,-2.5,Asia
Energy,china,2002,237.01,512.8,56.88,93.51,9.14,4.08,41.92,20181.62,76.82,91.09,-2.82,9.25,Asia
Energy,china,2019,178.19,137.37,95.49,35.9,18.83,12.18,306.62,13062.45,26.07,58.31,5.4,-0.05,Asia
Construction,india,2016,268.18,624.46,53.48,138.34,36.27,4.08,720.82,5866.81,38.62,98.24,7.37,-0.13,Asia
Manufacturing,china,2022,91.89,698.02,68.04,55.15,47.52,7.49,1484.8,6200.37,85.18,31.19,1.83,1.34,Asia
Manufacturing,india,2020,141.45,600.59,42.73,47.7,11.78,14.22,131.7,10153.74,21.23,38.38,-8.49,-0.05,Asia
Mining,india,2009,75.35,302.37,89.24,106.03,45.04,6.47,1433.45,6109.36,30.43,95.3,3.45,5.36,Asia
Energy,china,2015,7.52,220.75,23.24,7.19,13.53,3.89,963.94,682.23,55.15,12.98,1.11,0.03,Asia
Manufacturing,india,2012,66,518.24,36.58,60.42,37.47,14.87,1126.65,12904.68,55.14,61.78,14.42,8.52,Asia
Manufacturing,china,2021,62.72,846.14,45.63,117.77,29.96,10.37,1439.55,5299.28,28.73,0.68,10.21,3.87,Asia
Construction,india,2005,124.22,265.21,95.08,148.67,16.92,11.04,178.01,12113.25,37.06,64.77,-6.06,7.23,Asia
Energy,china,2008,193.9,679.39,24.25,98.72,33.63,8.55,802.9,7402.95,91.04,57.72,-7.32,9.06,Asia
Mining,india,2022,258.1,713.13,13.8,176.68,25.58,9.07,179.65,20047.2,46.36,57.29,10.97,6.08,Asia
Mining,china,2021,205.27,487.29,44.64,21.82,4.94,16.1,372.18,4197.3,56.93,33.23,-4.21,8.31,Asia
Mining,india,2017,27.83,517.66,96.92,157.09,21.61,14.88,330.73,15450.67,37.6,72.94,-0.37,7.92,Asia
Manufacturing,india,2016,186.79,712.56,3.06,37.16,22.51,12.05,713.55,13510.07,57,8.42,2.42,9.91,Asia
Manufacturing,india,2021,76.6,63.38,10.1,38.63,22.55,7.83,262.34,21500.89,52.92,27.62,-7.65,-1.4,Asia
Energy,china,2002,41.22,747.98,79.02,135.52,13.72,5.93,1166.36,20074.1,99.93,82.07,13.73,9.18,Asia
Energy,india,2000,263.93,644.82,15.66,94.15,35.43,12.29,350.96,6139.38,95.38,66.1,14.61,0.33,Asia
Manufacturing,india,2022,147.59,863.94,90.72,111.85,18.93,15.72,1034.9,7260.66,56.37,74.13,9.64,7.81,Asia
Construction,china,2020,148.73,340.46,31.93,15.18,2.82,16.16,39.62,9263.51,38.73,40.95,12.96,1.65,Asia
Energy,india,2014,153.7,857.37,53.51,48.98,27,18.37,227.89,15232.04,82.11,24.54,8.14,-3.23,Asia
Construction,india,2009,239.49,953.18,2.07,155.46,0.97,15.86,452.06,14946.03,24.79,25.52,9.73,6.94,Asia
Mining,china,2013,203.25,819.26,8.32,6.45,7.1,11.69,1151.83,3416.96,89.26,92.19,14.01,2.19,Asia
Energy,china,2007,214.47,585.71,5.7,47.64,17.44,0.86,105.6,21946.3,49.26,72.46,9.65,3.1,Asia
Mining,india,2000,50.4,549.78,91.42,27.68,29.35,3.41,1212.55,23682.77,69.25,97.78,11.05,6.52,Asia
Manufacturing,china,2011,223.81,201.84,52.92,39.73,38.54,17.51,1145.12,6351.44,40.18,18.03,8.54,7.51,Asia
Construction,china,2021,242.77,691.72,75.57,26.94,9.51,13.11,1280.65,3526.19,58.88,64.1,-9.91,3.61,Asia
Mining,india,2001,218.82,386.19,73.13,53.07,41.16,3.31,1405,24549.76,73.33,46.62,0.31,2.89,Asia
Construction,china,2006,84.74,83.03,20.32,149.54,3.51,19.6,279.53,16925.87,89.84,24.55,-5.31,4.83,Asia
Energy,india,2007,187.98,717.97,28.98,148.16,30.48,19.48,676.47,23096.53,58.95,74.9,2.3,9.75,Asia
Manufacturing,china,2010,172.28,214.2,99.71,198.43,8.58,2.42,872.87,78.72,77.56,16.78,-7.55,5.08,Asia
Energy,india,2001,230.17,179,58.24,73.56,21.54,3.19,1123.31,1148.21,63.61,64.66,1.44,5.28,Asia
Manufacturing,india,2016,266.22,656.48,63.57,30.63,29.06,6.46,1160.98,15768.89,89.83,54.63,-1.72,7.31,Asia
Mining,india,2005,264.68,137.56,55.06,27.39,11.22,14.43,1477.6,6052.74,73.88,56.81,7.56,4.61,Asia
Energy,china,2016,182.7,186.08,65.32,22.91,21.52,12.25,728.79,23102.48,75.07,8.75,6.05,-2.29,Asia
Energy,india,2015,187.23,934.02,2,125.71,44.35,9.64,1326.21,22175.1,35.21,62.44,6.28,2.51,Asia
Construction,india,2022,5.16,583.32,4.12,117.28,15.8,12.56,1265.33,18004.81,24.08,0.85,8.01,-4.47,Asia
Manufacturing,china,2003,107.83,56.76,8.12,169.09,4.65,9,1283.74,10301.12,90.75,49.15,-6.34,-3.43,Asia
Construction,china,2007,119.35,18.77,50.65,16.89,34.63,1.24,1168.36,3979,59.78,47.9,6.35,9.01,Asia
Mining,china,2003,139.39,818.87,47.9,187.76,42.72,10.26,58.61,11356.58,64.16,14.22,14.96,9.39,Asia
Mining,india,2015,278.51,536.35,78.01,118.62,28.02,12.36,1279.57,13104.59,47.17,98.79,-4.26,3.4,Asia
Manufacturing,china,2010,150.84,87.17,11.8,57.3,49.56,19.3,184.14,12834.29,29.62,97.07,8.09,0.79,Asia
Manufacturing,china,2002,158.86,576.22,56.83,186.1,47.39,10.98,213.63,14407.72,32.64,88.68,2.33,6.43,Asia
Energy,india,2013,281.28,389.71,26.78,96.23,33.89,0.14,764.04,17722.74,54.35,23.48,6.99,0.11,Asia
Manufacturing,china,2006,299.9,413.89,92.77,38.29,30.07,8.4,837.57,19286.68,89.46,51.41,9.98,9.12,Asia
Manufacturing,india,2010,16.71,401.58,52.35,187.43,45.01,10.3,1306.59,11270.61,77.59,4.45,12.9,7.87,Asia
Construction,india,2021,76.28,387.54,34.47,187.53,17.14,10.81,835.71,24440.57,31.27,95.48,-2.75,-2.2,Asia
Mining,india,2005,152.17,370.04,60.59,159.67,36.59,18.81,94.21,10053.78,98.61,43.34,-2.47,7.57,Asia
Manufacturing,india,2000,166.34,392.87,33.88,103.01,37.45,11.97,130.15,12455.09,78.86,0.03,-5.6,2.83,Asia
Manufacturing,china,2016,184.92,950.83,98.3,129.72,8.99,2.62,1018.31,24330.67,78.62,18.39,6.49,-3.12,Asia
Energy,china,2000,151.25,905.34,42.29,158.86,49.05,0.45,536.59,564.38,28.34,17.99,-6.45,-1.63,Asia
Manufacturing,china,2000,222.21,896.11,55.18,154,10.93,1.09,41.74,2004.31,60.36,76.58,5.48,2.26,Asia
Energy,china,2012,121.34,542.13,54.53,101.38,40.8,0.39,162.54,21005.83,31.01,47.76,10.68,-2.13,Asia
Mining,india,2011,260.62,398.82,38.67,132.61,42.8,14.53,313.9,3585.37,27.21,94.45,-4.2,5.01,Asia
Construction,china,2008,180.15,63.61,92.61,130.37,33.2,0.2,893.57,4762.93,93.16,32.32,14.92,-1.33,Asia
Mining,china,2014,290.96,249.91,71.68,6.91,7.44,11.4,1411.01,17422.12,84.01,35.36,-8.47,0.09,Asia
Energy,india,2008,149.31,199.7,63.07,33.74,28.05,5.23,584.22,1182.52,61.47,67.61,3.06,4.31,Asia
Mining,india,2019,226.49,87.26,51.64,170.15,47.18,14.4,1117.12,16365.7,65.57,46.16,-2.7,5.74,Asia
Manufacturing,india,2008,228.41,982.18,93.21,192.57,6.48,16.37,835.54,8950.7,52.27,25.81,-6.02,-1.16,Asia
Mining,china,2013,94.36,237.46,2.68,53.45,4.66,3.65,203.27,2174.34,60.14,9.32,-5.8,7.44,Asia
Energy,china,2019,104.38,564.83,85.87,54.66,34.09,0.28,210.22,14181.78,49.89,49.78,4.52,9.21,Asia
Energy,china,2020,86.56,689.18,5.02,132.49,35.99,10.89,96.5,5218.1,57.32,80.16,-4.89,0.92,Asia
Energy,china,2006,116.66,785.64,1.83,46.69,33.7,3.94,1024.36,472.52,66.54,97.24,3.29,8.47,Asia
Mining,china,2016,31.67,446.64,64.17,179.63,36.72,19.61,439.96,14689.36,68.3,40.79,0.91,7.23,Asia
Manufacturing,india,2012,171.22,933.53,43.24,19.14,34.36,4.43,852.04,21281.5,50.44,1.38,-9,-3.1,Asia
Mining,india,2017,185.51,389.69,29.47,144.67,12.27,0.83,457.93,19526.85,62.43,74.87,-9.36,-4.84,Asia
Manufacturing,india,2011,270.38,742,82.31,19.63,12.93,19.96,303.46,13042.74,91.26,88.31,11.22,8.16,Asia
Energy,china,2003,86.22,692.09,96.15,59.48,4.07,10.15,1448.67,10018.64,66.35,76.94,0.7,6.05,Asia
Manufacturing,india,2000,151.17,426.8,52.46,116.71,3.24,10.72,736.16,5682.11,35.71,64.76,5.67,1.83,Asia
Mining,china,2001,252.8,869.97,97.63,7.67,7.98,8.23,41.8,1826.47,85.47,49.18,9.39,6.97,Asia
Energy,india,2007,29.9,514.04,76.89,113.89,31.4,7.25,1152.91,17321.91,43.84,60.61,-1.25,8.56,Asia
Manufacturing,india,2001,160.28,736.3,80.17,3.4,29.13,8.8,1402.8,12546.14,64.69,77.1,-3.43,8.87,Asia
Mining,india,2003,37.83,999.79,80.89,3.23,47.91,16.73,980.92,22262.98,34.11,14.1,-6.73,-0.91,Asia
Energy,china,2007,240.84,922.81,59.76,27.66,14.03,17.54,1170.69,354.01,57.24,23.77,8.45,4.87,Asia
Mining,india,2005,260.85,583.75,94.67,75.38,29.16,12.88,415.21,13069.79,32.92,52.17,-5.63,-4.96,Asia
Manufacturing,china,2002,40.85,98.97,1.07,79.19,36.69,18.34,1416.04,24495.74,37.59,56.72,-4.29,8.34,Asia
Energy,china,2009,105.66,783.15,13.97,144.94,2.94,5.01,617.78,1651.49,94.14,83.34,0.02,-4.4,Asia
Energy,india,2010,266.02,29.8,69.91,115.05,23.55,6.93,1447.77,8120.81,21.52,87.51,7.66,-4.98,Asia
Manufacturing,india,2021,118.72,508.27,2.11,43.97,47.32,10.41,1073.32,4078.37,79.93,98.1,8.85,7.9,Asia
Construction,china,2020,179.94,399.13,35.91,94.51,11.43,18.5,712.29,9723.1,42.35,96.25,-7.62,2.14,Asia
Manufacturing,india,2015,296.31,522.49,10.14,196.33,45.57,15.34,428.88,12906.83,63.89,44.45,8.18,7.06,Asia
Mining,india,2014,77.61,81.49,13.1,115.51,4.8,18.66,1415.39,10377.98,50.35,86.61,-0.5,-2.41,Asia
Energy,india,2003,6.27,281.73,43.11,101.66,33.95,19.6,75.49,22977.13,95.1,84.38,-5.65,6,Asia
Energy,india,2017,24.18,199.57,78.24,45.69,21.5,0.61,888.71,14492.59,95.78,60.4,8.93,2.39,Asia
Energy,india,2020,134.36,497.94,23.96,199.57,21.9,9.12,1077.22,3078.11,69.33,43.93,-4.97,4.36,Asia
Energy,india,2009,263.77,763.03,39.6,145.45,14.86,3.48,1345.16,6913.19,51.3,87.1,6.67,-3.82,Asia
Energy,india,2005,282.34,765.33,61.19,172.37,8.96,3.64,125.38,2844.08,64.71,40.15,8.11,-2.73,Asia
Energy,china,2016,44.75,409.21,40.9,69.41,33.19,1.72,1301.99,23600.94,46.58,42.43,-0.32,-4.61,Asia
Construction,india,2011,84.44,551.85,3.64,3.94,46.63,2.43,1024.65,14261.87,52.91,65.67,10.03,-2.14,Asia
Mining,china,2017,161.8,786.45,84.08,83.58,18.79,12.41,648.92,21142,63.62,41.74,9.65,5.27,Asia
Mining,india,2002,233.13,439.34,6.43,94.16,34.92,1.88,491.48,2947.28,26.4,41.31,8.43,0.04,Asia
Manufacturing,china,2013,155.17,402.4,87.89,126.82,23.54,3.09,1079.46,18863.05,41.16,9.23,-0.35,6.17,Asia
Manufacturing,india,2007,135.29,588.61,11.44,124.37,10.09,1.67,1432.18,2060.08,24.43,28.49,-3.65,1.38,Asia
Construction,india,2000,273.61,806.67,17.39,86.96,8.6,6.05,1039.24,21414.57,53.78,58.61,13.38,8.94,Asia
Construction,india,2017,268.24,506.86,43.79,162.37,26.82,9.13,317.68,5473.03,98.53,35.59,6.64,-3.04,Asia
Energy,india,2002,130.29,315,11.96,109.96,16.01,10.95,1224.73,8488.29,27.04,40.98,-8.29,6.83,Asia
Mining,india,2021,137.01,158.2,10.55,85.04,30.46,0.38,1006.57,11814.89,76.55,77.65,-3.05,0.06,Asia
Manufacturing,china,2018,55.86,955.14,47.1,122.98,26.47,0.25,1031.87,10500.08,23.19,93,3.01,1.13,Asia
Construction,india,2021,185.14,293.37,26.41,27.25,49.49,18.87,1390.34,11802.4,64.35,11.01,-0.21,3.09,Asia
Mining,india,2021,273.14,410.05,34.16,185.7,5.89,13.01,142.52,11253.66,36.86,87.23,7.95,5.41,Asia
Mining,china,2004,36.39,163.67,19.85,91.62,10.06,4.76,222.42,10574.79,26.01,5.85,11.38,1.11,Asia
Construction,india,2006,134.08,371.18,8.15,189.57,20.64,13.71,443.88,6522.62,78.5,53.81,-4.91,-0.25,Asia
Mining,china,2016,101.27,483.45,29.27,166.54,37.71,11.82,1364.56,19773.5,88.37,56.21,-4.64,-3.3,Asia
Construction,china,2005,116.32,203.52,63.55,95.8,32.4,6.16,689.83,6539.31,48.29,91.47,3.89,0.8,Asia
Energy,china,2001,260.83,707.96,69.83,132.87,41.61,2.53,1485.75,4980.83,23.35,81.22,5.25,-0.51,Asia
Energy,india,2012,296.79,609.79,43.39,70.85,30.01,4.01,302.42,8258.2,30.46,5.46,1.67,0.18,Asia
Mining,india,2007,226.85,458.31,54.13,110.58,46.48,1.43,235.52,8810.76,57.15,54.76,14.87,9.96,Asia
Construction,india,2018,158.45,591.84,14.74,75.45,33.51,13.59,1278.74,13347.04,41.59,53.83,11.32,3.71,Asia
Mining,india,2000,50.94,753.59,16.13,108.04,12.27,7.44,1184.35,3174.25,34.52,31.29,4.1,5.73,Asia
Mining,india,2013,91.36,502.06,21.19,47.83,24.61,19.94,1131.15,8212.78,83.31,68.25,-0.81,4.27,Asia
Manufacturing,india,2016,131.11,649.84,86.73,132.12,26.28,6.2,537.1,9550,40.88,67.99,-9.21,-4.26,Asia
Mining,india,2002,57.12,321.04,73.27,65.49,39.42,18.73,1348.93,20406.38,30.74,68.31,13.91,5.06,Asia
Energy,india,2004,172.38,548.02,87.06,106.4,47.83,8.76,652.02,8633.59,74.02,39.09,12.57,0.51,Asia
Manufacturing,india,2017,61.28,634.36,81.87,72.04,45.88,4.15,1163.28,10984.58,55.58,44.21,5.53,-2.85,Asia
Construction,india,2017,38.68,280.42,33.96,197.53,12.26,4.43,888.91,9166.21,48.9,50.92,-8.65,-3.2,Asia
Mining,china,2014,79.05,24.86,58.92,98.48,11.54,17.67,1227.7,693.47,41.85,75.53,7.86,4.58,Asia
Construction,india,2004,165.05,74.87,18.27,48.61,22.9,16.9,1333.66,5816.9,42.34,95.29,-3.01,-4.03,Asia
Manufacturing,india,2022,234.23,543.26,43.41,11.19,25.6,11.15,670.06,1176.66,91.07,90.78,-1.65,-4.87,Asia
Mining,india,2010,281.54,839.25,6.86,25.18,17,15.42,381.4,18731.4,53.28,70.67,0.54,7.38,Asia
Energy,india,2004,212.52,791.66,23.73,28.4,2.58,19.1,581.16,11622.81,33.13,85.14,6.04,-3.54,Asia
Manufacturing,china,2013,120.05,374.96,47.24,19.36,45.64,5.2,782.17,2168.59,65.89,64.32,13.57,-4.01,Asia
Manufacturing,china,2011,7.76,194.72,87.02,185.06,23.85,16.62,939.92,11108.97,87.98,10.74,10.17,8.11,Asia
Manufacturing,china,2008,86.17,578.16,29.67,85.41,18.73,16.7,1448.33,12437.66,30.84,49,4.82,-1.99,Asia
Manufacturing,india,2000,57.36,277.64,72.42,109.2,31.68,16.58,1068.08,12116.06,54.08,29.5,9.3,1.61,Asia
Construction,china,2017,191.36,712.8,81.26,79.1,35.06,13.07,880.86,5149.75,23.84,46.96,14.14,7.8,Asia
Energy,china,2020,90.97,992.19,98.9,94.08,12.32,14.79,165.21,10276.3,74.35,21.63,0.09,3.02,Asia
Construction,china,2009,152.96,482.91,80.74,159.63,24.24,16.5,516.77,22910.74,71.1,91.35,2.07,2.41,Asia
Manufacturing,china,2001,210.35,333.46,75.55,79.51,6.98,9.18,522.46,4099.58,72.24,57.36,-2.36,7.41,Asia
Energy,india,2000,41.43,509.27,19.17,89.16,47.7,8.28,199.78,19123.18,88.82,13.01,6.59,-1.06,Asia
Construction,china,2005,20.99,614.02,58.64,40.32,25.99,14.58,631.2,17791.49,61.28,32.26,-7.31,-4.11,Asia
Manufacturing,china,2002,139.94,165.02,74.91,92.62,16.91,16.97,1420.7,17320.78,88.76,83.62,-6.28,0.29,Asia
Energy,china,2015,177.18,81.6,90.33,73.26,8.17,8.05,109.82,1222.86,42.25,83.77,-0.34,3.98,Asia
Mining,china,2015,6.33,609.95,1.12,45.95,34.28,16.43,1313.38,7220.86,47.16,30.03,2.11,-0.94,Asia
Manufacturing,china,2022,242.51,883.43,44.64,91.2,0.61,19.7,676.3,3893.7,35.01,61.2,6.61,7.9,Asia
Energy,india,2018,296.07,517.41,36.61,92.03,14.06,6.91,1460.17,657.85,64.92,17.77,13.26,2.45,Asia
Energy,china,2007,6.04,924.35,39.33,39.5,3.99,18.02,1122.7,23416.83,47.21,28.41,-7.86,7.06,Asia
Construction,china,2009,266.02,841.61,16.23,113.82,32.5,18.74,972.43,24130.59,85.37,63.91,12.89,7.76,Asia
Mining,india,2016,193.54,712.96,37.48,63.43,43.56,10.53,996.85,14286.41,88.19,39.19,7.27,2.39,Asia
Construction,china,2022,108.75,149.54,56.48,55.69,26.97,4.09,162.78,8621.34,66.74,52.72,-0.42,-1.81,Asia
Construction,china,2001,28.18,817.95,11.79,176.68,38.1,7.6,664.21,22364.62,38.4,29.38,14.73,-1.72,Asia
Mining,china,2000,286.27,306.37,60.41,75.08,49.29,8.3,1172.87,16178.73,60.02,78.87,-1.47,2.96,Asia
Energy,india,2003,157.25,310.42,11.98,58.87,6.81,16.54,1302.03,14681.48,28.26,12.13,-4.92,-3.77,Asia
Mining,china,2011,107,483.03,6.42,100.58,36.81,16.12,1213.98,12718.18,53.1,4.94,-1.41,-1.23,Asia
Energy,india,2015,45.83,679.5,43.12,83.74,27.21,17.15,1349.43,6455.01,30.54,7.72,5.96,-0.13,Asia
Mining,china,2000,218.02,286.69,15.06,169.5,0.33,4.43,61.73,19095.95,54.34,12.7,3.23,-2.27,Asia
Manufacturing,china,2002,58.74,225.09,90.18,80.01,10,6.97,568.02,9896.06,98.57,74.67,10.43,0.99,Asia
Manufacturing,china,2002,112.66,244.68,12.76,23.29,17.93,8.54,458.75,7811,95.01,46.06,8.53,-4.61,Asia
Construction,china,2021,275.19,59.75,47.43,92.76,37.31,6.86,63.86,10669.33,22.79,74.5,-5.28,6.15,Asia
Energy,india,2009,233.17,460.72,81.03,142.59,27.66,10.65,262.5,10393.13,22.08,67.29,-0.56,7.47,Asia
Energy,india,2017,20.77,965.8,6.93,110.24,16.74,9.11,783.52,1299.24,82.51,66.97,-0.22,-0.98,Asia
Construction,india,2012,195.63,98.05,90.28,117.87,21.3,19.15,757.2,15274.59,29.78,70.52,-5.12,2.21,Asia
Manufacturing,india,2013,149.27,426.24,25.39,194.89,10.68,2.04,6.58,11419.55,39.07,25.12,5.2,8.06,Asia
Energy,india,2005,256.83,994.52,28.75,73.18,20.15,8.18,375.37,8155.77,36.67,69.17,13.62,2.77,Asia
Energy,china,2013,207.82,491.09,66.51,95.33,0.59,17.51,840.8,9957.43,60.37,29.95,5.52,-0.76,Asia
Mining,india,2002,259.39,239.49,3.27,94.15,17.52,4.45,1035.84,12914.99,27.33,94.37,14.21,-4.47,Asia
Construction,china,2001,5.46,297.37,14.7,62.66,46.77,14.11,1011.88,9625.43,90.07,5.06,14.36,-2.65,Asia
Mining,china,2016,4.11,201.14,25.42,26.37,12.15,17,948.38,11506.19,71.16,31.3,-6.8,6.56,Asia
Construction,china,2010,267.9,34.38,23.16,173.95,3.13,10.31,1349.19,4660.75,40.42,35.55,7.56,6.07,Asia
Construction,china,2021,100.1,753.23,22.63,13.44,21.95,10.84,114.4,18985.54,44.7,78.08,13.84,-2.09,Asia
Manufacturing,india,2022,277.25,927.91,43.12,149.76,24.6,15.25,897.83,1460.87,97.28,57.19,-6.95,-1.52,Asia
Mining,china,2018,159.39,202.88,14.97,60.19,7.47,6.71,1255.67,22520.3,88.64,39.04,2.98,-1.29,Asia
Construction,china,2006,92.06,497.85,51.53,177.99,37.38,2.66,1218.6,6975.37,46.64,54.02,-4.57,7.41,Asia
Energy,china,2012,125.02,615.53,23.48,118.54,29.7,12.23,1345.83,24386.97,43.56,27.96,-5.92,-0.15,Asia
Manufacturing,china,2021,27.4,453.59,78.62,199.12,27.9,4.01,404.48,5512.66,72.76,43.48,-0.58,7.63,Asia
Mining,china,2009,214.59,607.6,25.55,122.29,1.37,7.27,1082.33,3349.01,82.74,78.16,1.74,-2.44,Asia
Construction,india,2007,253.26,340.12,3.81,92.87,14.26,4.41,139.54,11474.37,27.02,94.12,5.26,6.36,Asia
Energy,china,2017,7.5,903.76,22.25,62.81,11.01,13.93,50.06,12367.62,81.04,72.01,11.49,8.95,Asia
Manufacturing,china,2002,132.01,906.32,8.96,53.65,4.23,4.05,527.94,12040.51,56.91,58.26,14.43,5.91,Asia
Energy,india,2011,22.2,587.26,3.17,181.83,18.64,7.68,710.41,11171.76,46.5,11.8,-5.95,-2.28,Asia
Energy,india,2016,180.31,340.91,2.68,166.85,21.89,5.93,572.79,21902.4,98.57,60.87,-2.3,6.59,Asia
Energy,india,2017,120.39,636.7,35.34,187.95,35.03,1.78,778.88,231.66,87.08,18.62,-6.99,-3.58,Asia
Manufacturing,china,2000,82.88,241.57,60.63,124.73,48.88,19.55,319.66,13907.32,72.2,41.89,-2.86,2.96,Asia
Construction,india,2005,27.69,183.08,72.39,153.45,32.81,1.25,341.08,3795.72,87.42,20.43,-1.52,4.66,Asia
Energy,india,2006,44.48,484.4,10.83,32.9,14.89,7.17,176.37,1657.06,65.41,56.8,-6.15,-2.42,Asia
Energy,india,2018,245.25,255.81,92.3,92.52,19.08,17.72,32.81,12812.57,40.42,59.47,0.03,8.24,Asia
Energy,china,2016,147.81,900.64,86.37,6.64,15.82,14.21,339.65,2163.26,26.3,33.89,9.38,2.7,Asia
Mining,china,2020,84.55,706.93,24.77,50.8,2.44,0.31,186.05,10664.33,80.45,97.67,6.59,-1.76,Asia
Energy,india,2010,109.99,494.91,59.03,142.75,22.01,17.19,643.83,18736.02,90.18,56.87,6.43,1.57,Asia
Construction,india,2016,76.92,818.99,59.89,105.31,39.24,4.7,886.29,16028.24,57.17,61.08,5.12,0.32,Asia
Manufacturing,china,2003,31.5,931.82,30.03,116.41,35.76,6.42,487.27,24935.39,98.71,81.98,7.52,-1.61,Asia
Mining,india,2022,154.7,882.8,36.76,150.21,22.51,2.82,316.49,16462.78,77.33,49.84,-5.85,-0.78,Asia
Mining,china,2002,201.39,712.51,84.16,94.82,12.34,19.15,1155.98,1159.76,77.5,5.11,11.09,5.94,Asia
Construction,china,2006,105.13,455.27,21.55,0.68,9.76,1.48,229.24,14733.09,57.09,38.52,7.06,-4.45,Asia
Energy,china,2007,110.1,406.76,72.41,180.04,13.21,4.79,779,11777.49,95.09,23.59,-4.66,3.74,Asia
Construction,china,2009,62.68,370.01,3.33,199.09,26.99,15.59,1395.83,16662.49,95.39,70.43,7.21,-0.39,Asia
Mining,china,2009,155.75,782.75,41.07,3.88,27.94,14.47,55.99,8563.08,65.46,59.82,2.35,2.54,Asia
Energy,india,2015,31.53,382.87,41.34,71.6,39.47,13.99,207.86,3626.84,87.97,15.61,9.45,-2.01,Asia
Manufacturing,china,2011,247.75,306.36,74.33,166.52,41.4,16.96,510.73,6719.88,33.11,27.24,13.11,7.44,Asia
Construction,india,2011,116.2,317.08,65.36,86.01,25.2,8.63,517.52,15896.81,82.64,47.74,9.07,-3.72,Asia
Construction,china,2020,5.15,132.86,85.99,120.45,24.71,19.07,279.77,8097.27,70.49,83.41,-9.4,4.01,Asia
Mining,india,2003,194.29,100,90.98,38.93,38.01,7.75,57.49,9562.39,98.42,99.52,6.95,-1.86,Asia
Energy,india,2016,241.87,757.17,34.97,37.59,28.69,14.26,1093.17,11424.73,52.08,71.78,6.46,1.71,Asia
Energy,china,2011,185.4,118.99,48.91,176.03,24.37,2.84,947.98,16227.27,81.37,75.54,12.21,3.55,Asia
Manufacturing,china,2007,238.26,265.46,98.89,106.8,8.03,19.55,802.29,15091.63,24.15,30.33,9.91,8.02,Asia
Construction,india,2016,32.19,303.86,95.05,9.53,34.2,14.73,840.55,7054.18,95.67,32.31,-0.49,5.4,Asia
Construction,india,2013,34.41,71.38,47.4,3.84,28.24,12.93,94.88,17119.01,79.54,77.3,-5.6,8.47,Asia
Manufacturing,china,2004,21.13,882.16,8.4,37.17,20.74,5.78,646.97,14662.82,55.88,5.58,-5.53,8.78,Asia
Mining,india,2000,277.41,583.64,69.92,101.76,22.87,16.88,79.58,22141.76,86.85,57.35,1.28,-2.39,Asia
Manufacturing,india,2004,234.78,566.4,17.95,60.72,2.22,19.49,1176.4,5333.36,20.2,61.79,-9.46,-2.93,Asia
